Month;Hyodyke_new;Point figure;Annual change (%);Monthly change (%);Annual impact (%-units);Monthly impact (%-units);Date
2016M08;09 RECREATION AND CULTURE;99,31;-0,02;-0,23;NA;NA;2016-08-01
2016M08;10 EDUCATION;115,29;2,50;0,00;NA;NA;2016-08-01
2016M08;11 RESTAURANTS AND HOTELS;118,04;1,66;-0,19;NA;NA;2016-08-01
2016M08;12 MISCELLANEOUS GOODS AND SERVICES;110,69;-0,62;0,26;NA;NA;2016-08-01
2016M09;0 CONSUMER PRICE INDEX;109,38;0,41;0,17;NA;NA;2016-09-01
2016M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,48;-0,65;-0,06;NA;NA;2016-09-01
2016M09;02 ALCOHOLIC BEVERAGES, TOBACCO;117,97;1,59;0,04;NA;NA;2016-09-01
2016M09;03 CLOTHING AND FOOTWEAR;103,71;-1,58;2,11;NA;NA;2016-09-01
2016M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,62;0,14;-0,02;NA;NA;2016-09-01
2016M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,11;0,43;0,99;NA;NA;2016-09-01
2016M09;06 HEALTH;118,60;6,64;0,17;NA;NA;2016-09-01
2016M09;07 TRANSPORT;107,05;0,12;0,19;NA;NA;2016-09-01
2016M09;08 COMMUNICATION;84,04;1,97;0,59;NA;NA;2016-09-01
2016M09;09 RECREATION AND CULTURE;99,38;-0,43;0,07;NA;NA;2016-09-01
2016M09;10 EDUCATION;116,75;2,00;1,26;NA;NA;2016-09-01
2016M09;11 RESTAURANTS AND HOTELS;117,62;1,65;-0,35;NA;NA;2016-09-01
2016M09;12 MISCELLANEOUS GOODS AND SERVICES;110,58;-0,80;-0,09;NA;NA;2016-09-01
2016M10;0 CONSUMER PRICE INDEX;109,61;0,46;0,21;NA;NA;2016-10-01
2016M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,76;-1,31;0,24;NA;NA;2016-10-01
2016M10;02 ALCOHOLIC BEVERAGES, TOBACCO;118,04;1,64;0,05;NA;NA;2016-10-01
2016M10;03 CLOTHING AND FOOTWEAR;105,29;-1,49;1,52;NA;NA;2016-10-01
2016M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,87;0,31;0,22;NA;NA;2016-10-01
2016M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,76;0,00;-0,32;NA;NA;2016-10-01
2016M10;06 HEALTH;116,41;6,91;-1,84;NA;NA;2016-10-01
2016M10;07 TRANSPORT;108,60;1,52;1,44;NA;NA;2016-10-01
2016M10;08 COMMUNICATION;83,27;1,31;-0,91;NA;NA;2016-10-01
2016M10;09 RECREATION AND CULTURE;99,38;-0,84;0,00;NA;NA;2016-10-01
2016M10;10 EDUCATION;116,75;2,00;0,00;NA;NA;2016-10-01
2016M10;11 RESTAURANTS AND HOTELS;117,38;1,47;-0,20;NA;NA;2016-10-01
2016M10;12 MISCELLANEOUS GOODS AND SERVICES;110,73;-0,68;0,13;NA;NA;2016-10-01
2016M11;0 CONSUMER PRICE INDEX;109,63;0,65;0,01;NA;NA;2016-11-01
2016M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,78;-0,80;0,89;NA;NA;2016-11-01
2016M11;02 ALCOHOLIC BEVERAGES, TOBACCO;118,16;1,87;0,10;NA;NA;2016-11-01
2016M11;03 CLOTHING AND FOOTWEAR;105,51;-0,98;0,20;NA;NA;2016-11-01
2016M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,92;0,94;0,04;NA;NA;2016-11-01
2016M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,11;0,11;0,33;NA;NA;2016-11-01
2016M11;06 HEALTH;116,28;6,78;-0,11;NA;NA;2016-11-01
2016M11;07 TRANSPORT;107,35;0,81;-1,15;NA;NA;2016-11-01
2016M11;08 COMMUNICATION;83,27;1,57;0,00;NA;NA;2016-11-01
2016M11;09 RECREATION AND CULTURE;99,29;-0,60;-0,09;NA;NA;2016-11-01
2016M11;10 EDUCATION;116,75;2,00;0,00;NA;NA;2016-11-01
2016M11;11 RESTAURANTS AND HOTELS;118,04;1,64;0,56;NA;NA;2016-11-01
2016M11;12 MISCELLANEOUS GOODS AND SERVICES;110,58;-0,70;-0,13;NA;NA;2016-11-01
2016M12;0 CONSUMER PRICE INDEX;109,90;1,02;0,24;NA;NA;2016-12-01
2016M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,85;-0,58;0,06;NA;NA;2016-12-01
2016M12;02 ALCOHOLIC BEVERAGES, TOBACCO;118,17;1,96;0,00;NA;NA;2016-12-01
2016M12;03 CLOTHING AND FOOTWEAR;104,02;-0,39;-1,41;NA;NA;2016-12-01
2016M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;112,22;1,46;0,26;NA;NA;2016-12-01
2016M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,43;0,65;0,30;NA;NA;2016-12-01
2016M12;06 HEALTH;116,34;7,06;0,05;NA;NA;2016-12-01
2016M12;07 TRANSPORT;108,93;2,40;1,47;NA;NA;2016-12-01
2016M12;08 COMMUNICATION;82,91;0,69;-0,43;NA;NA;2016-12-01
2016M12;09 RECREATION AND CULTURE;99,82;-0,70;0,53;NA;NA;2016-12-01
2016M12;10 EDUCATION;116,75;2,00;0,00;NA;NA;2016-12-01
2016M12;11 RESTAURANTS AND HOTELS;117,79;1,23;-0,21;NA;NA;2016-12-01
2016M12;12 MISCELLANEOUS GOODS AND SERVICES;110,39;-0,84;-0,17;NA;NA;2016-12-01
2017M01;0 CONSUMER PRICE INDEX;109,24;0,84;-0,60;NA;NA;2017-01-01
2017M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;112,43;-2,37;-2,10;NA;NA;2017-01-01
2017M01;02 ALCOHOLIC BEVERAGES, TOBACCO;120,30;3,54;1,80;NA;NA;2017-01-01
2017M01;03 CLOTHING AND FOOTWEAR;97,12;-0,54;-6,63;NA;NA;2017-01-01
2017M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;112,47;1,72;0,22;NA;NA;2017-01-01
2017M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,86;0,96;-0,53;NA;NA;2017-01-01
2017M01;06 HEALTH;115,97;3,24;-0,31;NA;NA;2017-01-01
2017M01;07 TRANSPORT;109,09;3,73;0,14;NA;NA;2017-01-01
2017M01;08 COMMUNICATION;82,38;-1,63;-0,63;NA;NA;2017-01-01
2017M01;09 RECREATION AND CULTURE;98,70;-1,20;-1,12;NA;NA;2017-01-01
2017M01;10 EDUCATION;116,79;1,43;0,03;NA;NA;2017-01-01
2017M01;11 RESTAURANTS AND HOTELS;118,14;1,39;0,29;NA;NA;2017-01-01
2017M01;12 MISCELLANEOUS GOODS AND SERVICES;110,20;-0,68;-0,17;NA;NA;2017-01-01
2017M02;0 CONSUMER PRICE INDEX;109,79;1,21;0,50;NA;NA;2017-02-01
2017M02;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,21;-0,49;1,58;NA;NA;2017-02-01
2017M02;02 ALCOHOLIC BEVERAGES, TOBACCO;120,37;3,54;0,05;NA;NA;2017-02-01
2017M02;03 CLOTHING AND FOOTWEAR;100,16;1,83;3,13;NA;NA;2017-02-01
2017M02;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;112,11;1,37;-0,32;NA;NA;2017-02-01
2017M02;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,92;0,67;0,05;NA;NA;2017-02-01
2017M02;06 HEALTH;116,10;2,55;0,11;NA;NA;2017-02-01
2017M02;07 TRANSPORT;109,84;4,50;0,68;NA;NA;2017-02-01
2017M02;08 COMMUNICATION;82,43;-2,07;0,06;NA;NA;2017-02-01
2017M02;09 RECREATION AND CULTURE;99,14;-1,01;0,44;NA;NA;2017-02-01
2017M02;10 EDUCATION;116,79;1,43;0,00;NA;NA;2017-02-01
2017M02;11 RESTAURANTS AND HOTELS;118,83;1,39;0,58;NA;NA;2017-02-01
2017M02;12 MISCELLANEOUS GOODS AND SERVICES;110,86;-0,18;0,59;NA;NA;2017-02-01
2017M03;0 CONSUMER PRICE INDEX;109,79;0,83;0,00;NA;NA;2017-03-01
2017M03;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,04;-1,66;-1,02;NA;NA;2017-03-01
2017M03;02 ALCOHOLIC BEVERAGES, TOBACCO;120,45;3,59;0,06;NA;NA;2017-03-01
2017M03;03 CLOTHING AND FOOTWEAR;103,76;0,49;3,59;NA;NA;2017-03-01
2017M03;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;112,19;1,22;0,07;NA;NA;2017-03-01
2017M03;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,65;-0,18;-0,25;NA;NA;2017-03-01
2017M03;06 HEALTH;116,07;0,58;-0,02;NA;NA;2017-03-01
2017M03;07 TRANSPORT;109,55;4,33;-0,26;NA;NA;2017-03-01
2017M03;08 COMMUNICATION;82,10;-2,08;-0,40;NA;NA;2017-03-01
2017M03;09 RECREATION AND CULTURE;99,24;-0,76;0,10;NA;NA;2017-03-01
2017M03;10 EDUCATION;116,79;1,43;0,00;NA;NA;2017-03-01
2017M03;11 RESTAURANTS AND HOTELS;118,58;1,19;-0,21;NA;NA;2017-03-01
2017M03;12 MISCELLANEOUS GOODS AND SERVICES;111,08;0,16;0,19;NA;NA;2017-03-01
2017M04;0 CONSUMER PRICE INDEX;110,12;0,84;0,30;NA;NA;2017-04-01
2017M04;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,27;-1,72;0,20;NA;NA;2017-04-01
2017M04;02 ALCOHOLIC BEVERAGES, TOBACCO;120,33;3,40;-0,09;NA;NA;2017-04-01
2017M04;03 CLOTHING AND FOOTWEAR;103,23;-1,19;-0,51;NA;NA;2017-04-01
2017M04;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;112,24;1,26;0,04;NA;NA;2017-04-01
2017M04;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,88;0,26;0,21;NA;NA;2017-04-01
2017M04;06 HEALTH;121,19;2,03;4,41;NA;NA;2017-04-01
2017M04;07 TRANSPORT;109,94;4,09;0,35;NA;NA;2017-04-01
2017M04;08 COMMUNICATION;83,04;-0,94;1,14;NA;NA;2017-04-01
2017M04;09 RECREATION AND CULTURE;98,88;-1,09;-0,36;NA;NA;2017-04-01
2017M04;10 EDUCATION;117,16;1,62;0,31;NA;NA;2017-04-01
2017M04;11 RESTAURANTS AND HOTELS;118,79;1,52;0,17;NA;NA;2017-04-01
2017M04;12 MISCELLANEOUS GOODS AND SERVICES;111,04;0,18;-0,03;NA;NA;2017-04-01
2017M05;0 CONSUMER PRICE INDEX;109,95;0,72;-0,15;NA;NA;2017-05-01
2017M05;01 FOOD AND NON-ALCOHOLIC BEVERAGES;112,80;-0,97;-0,41;NA;NA;2017-05-01
2017M05;02 ALCOHOLIC BEVERAGES, TOBACCO;120,29;3,35;-0,03;NA;NA;2017-05-01
2017M05;03 CLOTHING AND FOOTWEAR;103,12;-1,38;-0,10;NA;NA;2017-05-01
2017M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;112,20;0,98;-0,03;NA;NA;2017-05-01
2017M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,83;0,17;-0,04;NA;NA;2017-05-01
2017M05;06 HEALTH;121,22;2,10;0,02;NA;NA;2017-05-01
2017M05;07 TRANSPORT;109,32;2,64;-0,56;NA;NA;2017-05-01
2017M05;08 COMMUNICATION;82,71;-2,16;-0,39;NA;NA;2017-05-01
2017M05;09 RECREATION AND CULTURE;98,81;-0,49;-0,07;NA;NA;2017-05-01
2017M05;10 EDUCATION;117,16;1,62;0,00;NA;NA;2017-05-01
2017M05;11 RESTAURANTS AND HOTELS;118,92;1,60;0,10;NA;NA;2017-05-01
2017M05;12 MISCELLANEOUS GOODS AND SERVICES;111,08;0,24;0,03;NA;NA;2017-05-01
2017M06;0 CONSUMER PRICE INDEX;110,04;0,75;0,08;NA;NA;2017-06-01
2017M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;112,58;-1,01;-0,19;NA;NA;2017-06-01
2017M06;02 ALCOHOLIC BEVERAGES, TOBACCO;120,31;3,43;0,01;NA;NA;2017-06-01
2017M06;03 CLOTHING AND FOOTWEAR;100,46;-0,44;-2,57;NA;NA;2017-06-01
2017M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;112,52;1,04;0,28;NA;NA;2017-06-01
2017M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,38;0,98;-0,42;NA;NA;2017-06-01
2017M06;06 HEALTH;121,13;1,84;-0,07;NA;NA;2017-06-01
2017M06;07 TRANSPORT;109,82;1,33;0,45;NA;NA;2017-06-01
2017M06;08 COMMUNICATION;82,51;-2,48;-0,24;NA;NA;2017-06-01
2017M06;09 RECREATION AND CULTURE;98,72;-0,56;-0,09;NA;NA;2017-06-01
2017M06;10 EDUCATION;117,16;1,62;0,00;NA;NA;2017-06-01
2017M06;11 RESTAURANTS AND HOTELS;120,85;2,97;1,62;NA;NA;2017-06-01
2017M06;12 MISCELLANEOUS GOODS AND SERVICES;111,36;0,63;0,25;NA;NA;2017-06-01
2017M07;0 CONSUMER PRICE INDEX;109,72;0,53;-0,29;NA;NA;2017-07-01
2017M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;112,53;-1,52;-0,04;NA;NA;2017-07-01
2017M07;02 ALCOHOLIC BEVERAGES, TOBACCO;121,18;2,77;0,72;NA;NA;2017-07-01
2017M07;03 CLOTHING AND FOOTWEAR;94,80;-1,12;-5,63;NA;NA;2017-07-01
2017M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;112,75;1,20;0,20;NA;NA;2017-07-01
2017M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,65;0,67;-1,64;NA;NA;2017-07-01
2017M07;06 HEALTH;120,49;1,79;-0,52;NA;NA;2017-07-01
2017M07;07 TRANSPORT;110,30;1,36;0,43;NA;NA;2017-07-01
2017M07;08 COMMUNICATION;82,64;-1,95;0,15;NA;NA;2017-07-01
2017M07;09 RECREATION AND CULTURE;98,43;-1,11;-0,29;NA;NA;2017-07-01
2017M07;10 EDUCATION;117,16;1,62;0,00;NA;NA;2017-07-01
2017M07;11 RESTAURANTS AND HOTELS;120,31;1,72;-0,44;NA;NA;2017-07-01
2017M07;12 MISCELLANEOUS GOODS AND SERVICES;111,34;0,85;-0,01;NA;NA;2017-07-01
2017M08;0 CONSUMER PRICE INDEX;110,00;0,74;0,25;NA;NA;2017-08-01
2017M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,48;-0,06;0,84;NA;NA;2017-08-01
2017M08;02 ALCOHOLIC BEVERAGES, TOBACCO;121,18;2,76;0,00;NA;NA;2017-08-01
2017M08;03 CLOTHING AND FOOTWEAR;98,64;-2,87;4,05;NA;NA;2017-08-01
2017M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,27;1,45;0,46;NA;NA;2017-08-01
2017M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,95;-1,05;0,28;NA;NA;2017-08-01
2017M08;06 HEALTH;120,32;1,63;-0,14;NA;NA;2017-08-01
2017M08;07 TRANSPORT;109,43;2,42;-0,78;NA;NA;2017-08-01
2017M08;08 COMMUNICATION;82,46;-1,29;-0,21;NA;NA;2017-08-01
2017M08;09 RECREATION AND CULTURE;98,07;-1,24;-0,36;NA;NA;2017-08-01
2017M08;10 EDUCATION;117,16;1,62;0,00;NA;NA;2017-08-01
2017M08;11 RESTAURANTS AND HOTELS;120,73;2,27;0,34;NA;NA;2017-08-01
2017M08;12 MISCELLANEOUS GOODS AND SERVICES;111,04;0,31;-0,26;NA;NA;2017-08-01
2017M09;0 CONSUMER PRICE INDEX;110,23;0,77;0,20;NA;NA;2017-09-01
2017M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,02;-0,40;-0,40;NA;NA;2017-09-01
2017M09;02 ALCOHOLIC BEVERAGES, TOBACCO;121,04;2,60;-0,11;NA;NA;2017-09-01
2017M09;03 CLOTHING AND FOOTWEAR;101,80;-1,84;3,20;NA;NA;2017-09-01
2017M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,37;1,56;0,08;NA;NA;2017-09-01
2017M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,76;-1,27;0,77;NA;NA;2017-09-01
2017M09;06 HEALTH;120,53;1,62;0,17;NA;NA;2017-09-01
2017M09;07 TRANSPORT;109,95;2,70;0,47;NA;NA;2017-09-01
2017M09;08 COMMUNICATION;82,19;-2,20;-0,32;NA;NA;2017-09-01
2017M09;09 RECREATION AND CULTURE;98,37;-1,01;0,30;NA;NA;2017-09-01
2017M09;10 EDUCATION;118,82;1,77;1,41;NA;NA;2017-09-01
2017M09;11 RESTAURANTS AND HOTELS;120,08;2,09;-0,53;NA;NA;2017-09-01
2017M09;12 MISCELLANEOUS GOODS AND SERVICES;111,00;0,37;-0,03;NA;NA;2017-09-01
2017M10;0 CONSUMER PRICE INDEX;110,21;0,54;-0,01;NA;NA;2017-10-01
2017M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,37;-0,34;0,30;NA;NA;2017-10-01
2017M10;02 ALCOHOLIC BEVERAGES, TOBACCO;121,15;2,63;0,09;NA;NA;2017-10-01
2017M10;03 CLOTHING AND FOOTWEAR;102,98;-2,19;1,15;NA;NA;2017-10-01
2017M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,46;1,42;0,07;NA;NA;2017-10-01
2017M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,48;-1,21;-0,26;NA;NA;2017-10-01
2017M10;06 HEALTH;117,52;0,95;-2,49;NA;NA;2017-10-01
2017M10;07 TRANSPORT;109,57;0,89;-0,34;NA;NA;2017-10-01
2017M10;08 COMMUNICATION;82,32;-1,14;0,15;NA;NA;2017-10-01
2017M10;09 RECREATION AND CULTURE;98,84;-0,54;0,47;NA;NA;2017-10-01
2017M10;10 EDUCATION;118,82;1,77;0,00;NA;NA;2017-10-01
2017M10;11 RESTAURANTS AND HOTELS;120,21;2,41;0,10;NA;NA;2017-10-01
2017M10;12 MISCELLANEOUS GOODS AND SERVICES;110,95;0,19;-0,04;NA;NA;2017-10-01
2017M11;0 CONSUMER PRICE INDEX;110,48;0,77;0,24;NA;NA;2017-11-01
2017M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,46;-0,27;0,96;NA;NA;2017-11-01
2017M11;02 ALCOHOLIC BEVERAGES, TOBACCO;121,07;2,46;-0,06;NA;NA;2017-11-01
2017M11;03 CLOTHING AND FOOTWEAR;103,49;-1,91;0,49;NA;NA;2017-11-01
2017M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,36;1,28;-0,08;NA;NA;2017-11-01
2017M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,66;-1,36;0,17;NA;NA;2017-11-01
2017M11;06 HEALTH;117,52;1,06;0,00;NA;NA;2017-11-01
2017M11;07 TRANSPORT;109,89;2,36;0,29;NA;NA;2017-11-01
2017M11;08 COMMUNICATION;81,92;-1,62;-0,48;NA;NA;2017-11-01
2017M11;09 RECREATION AND CULTURE;99,31;0,02;0,47;NA;NA;2017-11-01
2017M11;10 EDUCATION;118,82;1,77;0,00;NA;NA;2017-11-01
2017M11;11 RESTAURANTS AND HOTELS;120,88;2,40;0,55;NA;NA;2017-11-01
2017M11;12 MISCELLANEOUS GOODS AND SERVICES;110,97;0,35;0,01;NA;NA;2017-11-01
2017M12;0 CONSUMER PRICE INDEX;110,44;0,49;-0,03;NA;NA;2017-12-01
2017M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,77;-0,06;0,27;NA;NA;2017-12-01
2017M12;02 ALCOHOLIC BEVERAGES, TOBACCO;121,07;2,45;0,00;NA;NA;2017-12-01
2017M12;03 CLOTHING AND FOOTWEAR;101,26;-2,65;-2,15;NA;NA;2017-12-01
2017M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,37;1,02;0,00;NA;NA;2017-12-01
2017M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,04;-1,30;0,36;NA;NA;2017-12-01
2017M12;06 HEALTH;117,65;1,12;0,11;NA;NA;2017-12-01
2017M12;07 TRANSPORT;109,64;0,65;-0,22;NA;NA;2017-12-01
2017M12;08 COMMUNICATION;81,71;-1,44;-0,25;NA;NA;2017-12-01
2017M12;09 RECREATION AND CULTURE;99,93;0,11;0,62;NA;NA;2017-12-01
2017M12;10 EDUCATION;118,82;1,77;0,00;NA;NA;2017-12-01
2017M12;11 RESTAURANTS AND HOTELS;120,26;2,09;-0,51;NA;NA;2017-12-01
2017M12;12 MISCELLANEOUS GOODS AND SERVICES;110,95;0,50;-0,01;NA;NA;2017-12-01
2018M01;0 CONSUMER PRICE INDEX;110,10;0,78;-0,30;NA;NA;2018-01-01
2018M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,14;1,52;-0,54;NA;NA;2018-01-01
2018M01;02 ALCOHOLIC BEVERAGES, TOBACCO;127,70;6,15;5,47;NA;NA;2018-01-01
2018M01;03 CLOTHING AND FOOTWEAR;96,16;-0,98;-5,03;NA;NA;2018-01-01
2018M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,65;1,04;0,24;NA;NA;2018-01-01
2018M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,28;-1,49;-0,72;NA;NA;2018-01-01
2018M01;06 HEALTH;117,74;1,52;0,07;NA;NA;2018-01-01
2018M01;07 TRANSPORT;108,72;-0,33;-0,83;NA;NA;2018-01-01
2018M01;08 COMMUNICATION;81,31;-1,29;-0,48;NA;NA;2018-01-01
2018M01;09 RECREATION AND CULTURE;99,08;0,38;-0,85;NA;NA;2018-01-01
2018M01;10 EDUCATION;118,84;1,75;0,01;NA;NA;2018-01-01
2018M01;11 RESTAURANTS AND HOTELS;120,68;2,14;0,34;NA;NA;2018-01-01
2018M01;12 MISCELLANEOUS GOODS AND SERVICES;109,70;-0,45;-1,12;NA;NA;2018-01-01
2018M02;0 CONSUMER PRICE INDEX;110,45;0,60;0,31;NA;NA;2018-02-01
2018M02;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,65;1,26;1,32;NA;NA;2018-02-01
2018M02;02 ALCOHOLIC BEVERAGES, TOBACCO;127,60;6,00;-0,07;NA;NA;2018-02-01
2018M02;03 CLOTHING AND FOOTWEAR;98,49;-1,66;2,42;NA;NA;2018-02-01
2018M02;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,39;1,14;-0,22;NA;NA;2018-02-01
2018M02;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,44;-1,39;0,15;NA;NA;2018-02-01
2018M02;06 HEALTH;117,81;1,47;0,05;NA;NA;2018-02-01
2018M02;07 TRANSPORT;108,92;-0,83;0,18;NA;NA;2018-02-01
2018M02;08 COMMUNICATION;81,26;-1,41;-0,06;NA;NA;2018-02-01
2018M02;09 RECREATION AND CULTURE;99,23;0,09;0,15;NA;NA;2018-02-01
2018M02;10 EDUCATION;118,84;1,75;0,00;NA;NA;2018-02-01
2018M02;11 RESTAURANTS AND HOTELS;121,50;2,24;0,67;NA;NA;2018-02-01
2018M02;12 MISCELLANEOUS GOODS AND SERVICES;109,66;-1,08;-0,03;NA;NA;2018-02-01
2018M03;0 CONSUMER PRICE INDEX;110,67;0,80;0,19;NA;NA;2018-03-01
2018M03;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,91;2,53;0,22;NA;NA;2018-03-01
2018M03;02 ALCOHOLIC BEVERAGES, TOBACCO;127,74;6,05;0,10;NA;NA;2018-03-01
2018M03;03 CLOTHING AND FOOTWEAR;102,36;-1,34;3,92;NA;NA;2018-03-01
2018M03;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,50;1,16;0,09;NA;NA;2018-03-01
2018M03;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,82;-0,78;0,36;NA;NA;2018-03-01
2018M03;06 HEALTH;117,83;1,51;0,01;NA;NA;2018-03-01
2018M03;07 TRANSPORT;108,39;-1,05;-0,48;NA;NA;2018-03-01
2018M03;08 COMMUNICATION;81,24;-1,04;-0,02;NA;NA;2018-03-01
2018M03;09 RECREATION AND CULTURE;99,39;0,15;0,16;NA;NA;2018-03-01
2018M03;10 EDUCATION;118,84;1,75;0,00;NA;NA;2018-03-01
2018M03;11 RESTAURANTS AND HOTELS;121,44;2,41;-0,04;NA;NA;2018-03-01
2018M03;12 MISCELLANEOUS GOODS AND SERVICES;109,66;-1,27;0,00;NA;NA;2018-03-01
2018M04;0 CONSUMER PRICE INDEX;110,95;0,75;0,25;NA;NA;2018-04-01
2018M04;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,18;1,68;-0,62;NA;NA;2018-04-01
2018M04;02 ALCOHOLIC BEVERAGES, TOBACCO;127,55;6,00;-0,14;NA;NA;2018-04-01
2018M04;03 CLOTHING AND FOOTWEAR;102,37;-0,83;0,00;NA;NA;2018-04-01
2018M04;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,50;1,12;0,00;NA;NA;2018-04-01
2018M04;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,18;-0,66;0,34;NA;NA;2018-04-01
2018M04;06 HEALTH;122,83;1,35;4,24;NA;NA;2018-04-01
2018M04;07 TRANSPORT;109,42;-0,47;0,95;NA;NA;2018-04-01
2018M04;08 COMMUNICATION;80,57;-2,97;-0,82;NA;NA;2018-04-01
2018M04;09 RECREATION AND CULTURE;99,27;0,39;-0,12;NA;NA;2018-04-01
2018M04;10 EDUCATION;118,98;1,55;0,11;NA;NA;2018-04-01
2018M04;11 RESTAURANTS AND HOTELS;121,49;2,27;0,04;NA;NA;2018-04-01
2018M04;12 MISCELLANEOUS GOODS AND SERVICES;109,81;-1,10;0,13;NA;NA;2018-04-01
2018M05;0 CONSUMER PRICE INDEX;111,07;1,01;0,10;NA;NA;2018-05-01
2018M05;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,48;2,37;0,26;NA;NA;2018-05-01
2018M05;02 ALCOHOLIC BEVERAGES, TOBACCO;127,57;6,05;0,01;NA;NA;2018-05-01
2018M05;03 CLOTHING AND FOOTWEAR;102,14;-0,95;-0,22;NA;NA;2018-05-01
2018M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;113,86;1,47;0,31;NA;NA;2018-05-01
